2017-08-08 00:01:04,23.8,18.52,23.187,22.75,55.4,86.0
2017-08-08 00:11:09,23.5689655172,18.54,23.187,22.75,56.09,85.0
2017-08-08 00:20:49,23.2083333333,18.54,23.187,22.75,56.88,85.0
2017-08-08 00:30:55,23.125,18.46,23.187,22.75,57.16,85.0
2017-08-08 00:40:50,23.0,18.53,23.187,22.75,56.12,85.0
2017-08-08 00:51:14,23.0289855072,18.53,23.125,22.687,56.2,85.0
2017-08-08 01:00:52,23.0,18.53,23.125,22.687,56.41,86.0
2017-08-08 01:10:51,23.0,19.21,23.125,22.687,57.04,82.0
2017-08-08 01:20:58,23.0,19.21,23.125,22.687,58.33,83.0
2017-08-08 01:30:57,23.0,18.98,23.062,22.687,59.03,83.0
2017-08-08 01:40:58,23.0,18.98,23.062,22.687,59.35,84.0
2017-08-08 01:51:08,23.0172413793,19.26,23.062,22.687,60.02,81.0
2017-08-08 02:00:43,23.0,18.98,23.062,22.625,60.29,83.0
2017-08-08 02:10:47,23.0,18.71,23.062,22.625,60.14,83.0
2017-08-08 02:20:54,23.0,18.71,23.0,22.625,61.0,84.0
2017-08-08 02:30:51,23.0,18.51,23.0,22.625,60.25,84.0
2017-08-08 02:41:08,22.9464285714,18.51,23.0,22.625,60.2,86.0
2017-08-08 02:51:01,22.8181818182,18.51,23.0,22.562,59.43,86.0
2017-08-08 03:00:50,22.24,18.51,23.0,22.562,59.36,85.0
2017-08-08 03:10:53,22.0333333333,18.46,22.937,22.562,59.93,87.0
2017-08-08 03:20:51,22.1379310345,18.46,22.937,22.562,60.38,87.0
2017-08-08 03:31:02,22.0869565217,18.37,22.937,22.562,60.72,87.0
2017-08-08 03:40:57,22.0882352941,18.37,22.937,22.562,60.97,89.0
2017-08-08 03:51:01,22.0,18.37,22.937,22.562,60.7,88.0
2017-08-08 04:01:07,22.1296296296,18.37,22.875,22.5,60.17,88.0
2017-08-08 04:10:48,22.0909090909,18.38,22.875,22.5,60.41,88.0
2017-08-08 04:20:59,22.025,18.38,22.875,22.5,60.45,89.0
2017-08-08 04:31:02,22.0444444444,18.23,22.875,22.437,60.64,89.0
2017-08-08 04:40:52,22.0666666667,18.19,22.875,22.437,61.03,90.0
2017-08-08 04:50:54,22.0,18.19,22.812,22.437,61.27,91.0
2017-08-08 05:01:00,22.0,18.19,22.812,22.437,61.21,91.0
2017-08-08 05:10:55,22.0,18.2,22.812,22.437,61.71,91.0
2017-08-08 05:20:50,22.0,18.24,22.812,22.375,62.0,90.0
2017-08-08 05:31:09,22.0,18.19,22.812,22.375,62.05,89.0
2017-08-08 05:40:55,22.0,18.19,22.812,22.375,62.26,90.0
